,chaozhou:AMB_TEMP,chaozhou:CO,chaozhou:NO,chaozhou:NO2,chaozhou:NOx,chaozhou:O3,chaozhou:PM10,chaozhou:PM2.5,chaozhou:RAINFALL,chaozhou:RH,chaozhou:SO2,chaozhou:WD_HR,chaozhou:WIND_SPEED,chaozhou:WS_HR,daliao:AMB_TEMP,daliao:CH4,daliao:CO,daliao:NMHC,daliao:NO,daliao:NO2,daliao:NOx,daliao:O3,daliao:PM10,daliao:PM2.5,daliao:RAINFALL,daliao:RH,daliao:SO2,daliao:THC,daliao:WD_HR,daliao:WIND_SPEED,daliao:WS_HR,meinong:AMB_TEMP,meinong:CO,meinong:NO,meinong:NO2,meinong:NOx,meinong:O3,meinong:PM10,meinong:PM2.5,meinong:RAINFALL,meinong:RH,meinong:SO2,meinong:WD_HR,meinong:WIND_SPEED,meinong:WS_HR,pingtung:AMB_TEMP,pingtung:CH4,pingtung:CO,pingtung:NMHC,pingtung:NO,pingtung:NO2,pingtung:NOx,pingtung:O3,pingtung:PM10,pingtung:PM2.5,pingtung:RAINFALL,pingtung:RH,pingtung:SO2,pingtung:THC,pingtung:UVB,pingtung:WD_HR,pingtung:WIND_SPEED,pingtung:WS_HR,chaozhou:WIND_DIREC_45-135,chaozhou:WIND_DIREC_135-225,chaozhou:WIND_DIREC_225-315,chaozhou:WIND_DIREC_315-45,daliao:WIND_DIREC_45-135,daliao:WIND_DIREC_135-225,daliao:WIND_DIREC_225-315,daliao:WIND_DIREC_315-45,meinong:WIND_DIREC_45-135,meinong:WIND_DIREC_135-225,meinong:WIND_DIREC_225-315,meinong:WIND_DIREC_315-45,pingtung:WIND_DIREC_45-135,pingtung:WIND_DIREC_135-225,pingtung:WIND_DIREC_225-315,pingtung:WIND_DIREC_315-45,target_PM2.5
2017/06/01 13:00,0.5,0.054687499999999986,0.0975609756097561,0.09163346613545817,0.09386281588447654,0.08790482485128882,0.10037174721189593,0.08264462809917356,0.08363636363636362,0.8656716417910447,0.04135338345864661,0.4665184773548208,0.2705882352941177,0.054054054054054064,0.5833333333333334,0.04761904761904767,0.07428571428571429,0.08256880733944952,0.15151515151515152,0.19694072657743789,0.20924574209245744,0.09230769230769233,0.02688860435339309,0.020408163265306117,0.014634146341463412,0.8923076923076924,0.01884570082449941,0.09090909090909087,0.774937482634065,0.03157894736842105,0.1477272727272727,0.5833333333333334,0.14,0.07065217391304349,0.1388888888888889,0.13846153846153847,0.15569326103795508,0.053061224489795916,0.08235294117647059,0.1285714285714286,0.875,0.06306306306306306,0.7609783212896053,0.08474576271186443,0.05263157894736842,0.6086956521739131,0.11111111111111108,0.08391608391608392,0.05714285714285715,0.07111111111111111,0.12298387096774192,0.11022044088176353,0.1140159767610748,0.061611374407582936,0.0603448275862069,0.13043478260869565,0.8360655737704918,0.04143646408839779,0.05263157894736836,0.08461538461538462,0.7333333333333333,0.012195121951219513,0.26,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.07758620689655173
2017/06/01 14:00,0.5416666666666666,0.046875,0.0975609756097561,0.0597609561752988,0.06859205776173287,0.0945142101784534,0.09293680297397768,0.14049586776859505,0.0,0.8805970149253731,0.03383458646616541,0.20533481522645186,0.18823529411764706,0.3243243243243243,0.625,0.09523809523809523,0.10857142857142857,0.09174311926605504,0.15757575757575756,0.21606118546845127,0.2214111922141119,0.07076923076923076,0.02176696542893726,0.0,0.0,0.8769230769230769,0.041224970553592456,0.13636363636363638,0.24979160878021675,0.2315789473684211,0.2386363636363636,0.5416666666666666,0.11,0.07608695652173914,0.14506172839506173,0.14461538461538462,0.11696359411309062,0.036734693877551024,0.07058823529411765,0.14761904761904762,0.9166666666666666,0.07207207207207207,0.2745969983324069,0.30508474576271194,0.2456140350877193,0.6086956521739131,0.1666666666666667,0.2727272727272728,0.2428571428571429,0.24,0.1935483870967742,0.2585170340681363,0.09222948438634714,0.06635071090047394,0.017241379310344827,0.0,0.8360655737704918,0.04972375690607735,0.15789473684210514,0.16153846153846155,0.3111111111111111,0.1463414634146342,0.36,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0603448275862069
2017/06/01 15:00,0.625,0.1015625,0.09268292682926828,0.12749003984063745,0.1263537906137184,0.1209517514871117,0.11524163568773235,0.08264462809917356,0.0,0.7761194029850746,0.07142857142857142,0.4442900805779384,0.10588235294117647,0.0945945945945946,0.6666666666666666,0.04761904761904767,0.16571428571428573,0.09174311926605504,0.098989898989899,0.15678776290630975,0.1484184914841849,0.1,0.04865556978233035,0.040816326530612235,0.0,0.8461538461538461,0.050647820965842166,0.09090909090909087,0.6499027507641012,0.2842105263157895,0.20454545454545453,0.5,0.1,0.07608695652173914,0.14506172839506173,0.14769230769230768,0.10921766072811774,0.020408163265306117,0.05882352941176471,0.2380952380952381,0.9305555555555556,0.07207207207207207,0.22178988326848248,0.18644067796610173,0.2631578947368421,0.6086956521739131,0.1666666666666667,0.2237762237762238,0.21428571428571436,0.1822222222222222,0.2338709677419355,0.2785571142284569,0.08496732026143791,0.05213270142180095,0.03448275862068965,0.08260869565217391,0.8360655737704918,0.055248618784530384,0.15789473684210514,0.0923076923076923,0.3888888888888889,0.060975609756097573,0.06,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.017241379310344827
2017/06/01 16:00,0.625,0.0703125,0.0975609756097561,0.10557768924302788,0.10830324909747292,0.1209517514871117,0.11524163568773235,0.06611570247933883,0.003636363636363637,0.8059701492537313,0.04887218045112781,0.6610169491525424,0.31764705882352945,0.3918918918918919,0.6666666666666666,0.04761904761904767,0.22285714285714286,0.07339449541284403,0.07878787878787878,0.13193116634799235,0.1240875912408759,0.1076923076923077,0.0499359795134443,0.1020408163265306,0.0,0.8153846153846154,0.0636042402826855,0.04545454545454549,0.6665740483467629,0.3263157894736842,0.3977272727272727,0.5,0.13,0.08152173913043477,0.16666666666666669,0.1723076923076923,0.09372579395817196,0.020408163265306117,0.047058823529411764,0.2857142857142857,0.9305555555555556,0.06306306306306306,0.20511395219566425,0.1694915254237288,0.2631578947368421,0.6521739130434783,0.1666666666666667,0.30069930069930073,0.3285714285714286,0.2533333333333333,0.3548387096774194,0.4188376753507014,0.05301379811183733,0.08530805687203792,0.02586206896551724,0.0,0.819672131147541,0.07458563535911603,0.21052631578947364,0.030769230769230767,0.8027777777777778,0.0975609756097561,0.08,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.03448275862068965
2017/06/01 17:00,0.625,0.0703125,0.10731707317073172,0.11155378486055777,0.11732851985559567,0.0945142101784534,0.12267657992565055,0.033057851239669415,0.02545454545454545,0.8507462686567164,0.037593984962406006,0.6693525979438734,0.25882352941176473,0.2972972972972973,0.6666666666666666,0.04761904761904767,0.37142857142857133,0.08256880733944952,0.08282828282828282,0.19694072657743789,0.1605839416058394,0.09230769230769233,0.040973111395646605,0.061224489795918366,0.09268292682926828,0.8461538461538461,0.09658421672555947,0.09090909090909087,0.6693525979438734,0.3263157894736842,0.3977272727272727,0.5,0.16,0.08695652173913045,0.17901234567901236,0.18769230769230769,0.09372579395817196,0.020408163265306117,0.08235294117647059,0.30952380952380953,0.9444444444444444,0.07207207207207207,0.20511395219566425,0.13559322033898305,0.1929824561403509,0.6086956521739131,0.22222222222222215,0.3776223776223777,0.3428571428571429,0.2577777777777778,0.33467741935483875,0.3987975951903808,0.029774872912127825,0.06635071090047394,0.09482758620689656,0.013043478260869565,0.8688524590163934,0.04972375690607735,0.2631578947368421,0.007692307692307694,0.1111111111111111,0.024390243902439025,0.1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.02586206896551724
2017/06/01 18:00,0.625,0.054687499999999986,0.10731707317073172,0.10358565737051792,0.11010830324909747,0.08790482485128882,0.12639405204460966,0.06611570247933883,0.014545454545454544,0.8656716417910447,0.04135338345864661,0.6665740483467629,0.3764705882352941,0.3918918918918919,0.6666666666666666,0.04761904761904767,0.36,0.13761467889908258,0.1676767676767677,0.2925430210325048,0.2822384428223844,0.03384615384615385,0.051216389244558264,0.030612244897959183,0.01951219512195122,0.8923076923076924,0.11307420494699645,0.09090909090909087,0.7082522923034177,0.431578947368421,0.4204545454545454,0.5,0.12,0.06521739130434784,0.15123456790123455,0.14769230769230768,0.09372579395817196,0.00816326530612245,0.05882352941176471,0.21428571428571427,0.9444444444444444,0.07207207207207207,0.21345191773207334,0.18644067796610173,0.1929824561403509,0.6521739130434783,0.1666666666666667,0.3076923076923077,0.27142857142857146,0.2533333333333333,0.2943548387096774,0.35871743486973945,0.04357298474945534,0.08530805687203792,0.06896551724137931,0.004347826086956522,0.8852459016393442,0.052486187845303865,0.15789473684210514,0.0,0.7333333333333333,0.30487804878048785,0.32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.09482758620689656
2017/06/01 19:00,0.625,0.031249999999999993,0.07804878048780488,0.09561752988047807,0.09205776173285199,0.0945142101784534,0.12639405204460966,0.04132231404958678,0.0,0.8656716417910447,0.037593984962406006,0.6915809947207558,0.3058823529411765,0.3648648648648649,0.6666666666666666,0.04761904761904767,0.3314285714285714,0.1559633027522936,0.21212121212121213,0.349904397705545,0.3430656934306569,0.01769230769230769,0.040973111395646605,0.040816326530612235,0.0,0.8923076923076924,0.12838633686690226,0.09090909090909087,0.7304806890803001,0.3368421052631579,0.3977272727272727,0.5416666666666666,0.09,0.059782608695652176,0.1388888888888889,0.1323076923076923,0.10147172734314486,0.004081632653061225,0.011764705882352941,0.0,0.9444444444444444,0.07207207207207207,0.4191217342968316,0.15254237288135594,0.15789473684210525,0.6521739130434783,0.11111111111111108,0.13286713286713284,0.1142857142857143,0.09333333333333334,0.2540322580645161,0.23847695390781565,0.05010893246187364,0.06635071090047394,0.07758620689655173,0.0,0.8360655737704918,0.08563535911602209,0.10526315789473682,0.0,0.6666666666666666,0.3414634146341464,0.54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.06896551724137931
2017/06/01 20:00,0.625,0.054687499999999986,0.07804878048780488,0.08366533864541832,0.0812274368231047,0.10112359550561796,0.1412639405204461,0.04132231404958678,0.0,0.8656716417910447,0.03383458646616541,0.6721311475409837,0.14117647058823532,0.27027027027027023,0.6666666666666666,0.04761904761904767,0.4457142857142857,0.13761467889908258,0.1717171717171717,0.33078393881453155,0.3065693430656934,0.03,0.0499359795134443,0.030612244897959183,0.0,0.8615384615384616,0.1519434628975265,0.09090909090909087,0.702695193109197,0.30526315789473685,0.2954545454545454,0.5416666666666666,0.12,0.04891304347826087,0.1697530864197531,0.15692307692307692,0.07823392718822618,0.0326530612244898,0.08235294117647059,0.0,0.9305555555555556,0.08108108108108109,0.3440800444691495,0.05084745762711864,0.10526315789473684,0.6521739130434783,0.11111111111111108,0.13286713286713284,0.1285714285714286,0.08444444444444445,0.1935483870967742,0.17835671342685372,0.07044299201161948,0.08530805687203792,0.03448275862068965,0.013043478260869565,0.819672131147541,0.06906077348066297,0.10526315789473682,0.0,0.6333333333333333,0.17073170731707318,0.38,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.07758620689655173
2017/06/01 21:00,0.625,0.0390625,0.07804878048780488,0.09362549800796813,0.09205776173285199,0.0945142101784534,0.14869888475836432,0.02479338842975207,0.0,0.8656716417910447,0.037593984962406006,0.6165601555987775,0.0823529411764706,0.14864864864864866,0.6666666666666666,0.04761904761904767,0.16571428571428573,0.027522935779816512,0.04444444444444445,0.12045889101338432,0.09610705596107057,0.1076923076923077,0.034571062740076826,0.030612244897959183,0.0,0.8615384615384616,0.05182567726737338,0.04545454545454549,0.6304529035843289,0.2315789473684211,0.28409090909090906,0.5416666666666666,0.19,0.07065217391304349,0.25,0.24923076923076926,0.05267234701781565,0.057142857142857134,0.047058823529411764,0.0,0.9305555555555556,0.0900900900900901,0.1384102279043913,0.05084745762711864,0.14035087719298245,0.6521739130434783,0.11111111111111108,0.15384615384615385,0.1285714285714286,0.09777777777777777,0.2137096774193548,0.218436873747495,0.06318082788671024,0.0947867298578199,0.008620689655172414,0.0,0.819672131147541,0.08839779005524863,0.10526315789473682,0.0,0.5638888888888889,0.23170731707317074,0.34,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.03448275862068965
2017/06/01 22:00,0.625,0.0390625,0.07804878048780488,0.09561752988047807,0.09205776173285199,0.0945142101784534,0.1412639405204461,0.05785123966942149,0.0,0.8656716417910447,0.037593984962406006,0.594331758821895,0.1176470588235294,0.16216216216216214,0.6666666666666666,0.04761904761904767,0.3028571428571429,0.045871559633027525,0.04444444444444445,0.17590822179732316,0.1362530413625304,0.08461538461538462,0.047375160051216385,0.0,0.0,0.8615384615384616,0.09305064782096584,0.04545454545454549,0.6776882467352043,0.25263157894736843,0.25,0.5416666666666666,0.16999999999999998,0.06521739130434784,0.2098765432098766,0.20307692307692307,0.048024786986831915,0.048979591836734684,0.08235294117647059,0.0,0.9444444444444444,0.0900900900900901,0.21067259588660364,0.06779661016949154,0.08771929824561403,0.6521739130434783,0.11111111111111108,0.08391608391608392,0.1142857142857143,0.07555555555555556,0.19153225806451613,0.17835671342685372,0.07044299201161948,0.08056872037914692,0.04310344827586207,0.017391304347826087,0.819672131147541,0.10497237569060773,0.10526315789473682,0.0,0.5944444444444444,0.1463414634146342,0.32,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.008620689655172414
